dive_id,location,seastar,time_found,substrate,diameter,depth,feeding,feeding_type,SSWD,notes,
BC_M31_R2,Belcarra Bay,16,13:03,S,9.0,4.0,Y,FP,,"snail, small, 2 leg chop off",
BC_M31_R2,Belcarra Bay,17,13:05,S,20.0,4.6,Y,FP,,crab leg,
BC_M31_R2,Belcarra Bay,18,13:06,S,9.0,4.9,N,,,,
BC_M31_R2,Belcarra Bay,19,13:07,S,35.0,5.6,N,,,1 point look very blunt,
BC_M31_R2,Belcarra Bay,20,13:07,S,6.0,5.5,N,,,2 arm chop,
BC_M31_R2,Belcarra Bay,21,13:07,S,14.0,5.5,Y,FP,,snail,photo
BC_M31_R2,Belcarra Bay,22,13:07,S,15.5,6.1,N,,,,
BC_M31_R2,Belcarra Bay,23,13:13,S,10.0,6.4,Y,FP,,"snail, same type as before",
BC_M31_R2,Belcarra Bay,24,13:14,S,23.0,6.4,N,,,,
BC_M31_R2,Belcarra Bay,25,13:15,S,11.0,6.2,Y,FP,,snail,
BC_M31_R2,Belcarra Bay,26,13:15,S,10.0,6.2,Y,TF,,tubefeet out,
BC_M31_R2,Belcarra Bay,27,13:16,S,10.0,6.2,Y,FP,,"snail, scaleworm on top",
MI_A5_R2,Moody Inlet,0,N/A,N/A,N/A,N/A,N/A,,,,
BB_A5_R2,Bedwell Bay,1,13:04,H,37.0,7.4,N,,,stuck on rock,
BB_A5_R2,Bedwell Bay,2,13:07,H,30.0,9.0,Y,SO,,stomach out,
BB_A5_R2,Bedwell Bay,3,13:08,H,32.0,8.0,N,,,stuck on rock,
BB_A5_R2,Bedwell Bay,4,13:10,H,35.0,7.6,Y,SO,,stomach out,
BB_A5_R2,Bedwell Bay,5,13:11,H,41.0,6.9,N,,,stuck on rock,
BB_A5_R2,Bedwell Bay,6,13:13,S,46.0,8.2,N,,,on kelp,
BB_A5_R2,Bedwell Bay,7,13:13,H,36.0,8.6,N,,,,
BB_A5_R2,Bedwell Bay,8,13:15,H,42.0,7.9,N,,,stuck on rock,
BB_A5_R2,Bedwell Bay,9,13:17,H,36.5,7.8,N,,,stuck on rock,
BB_A5_R2,Bedwell Bay,10,13:18,H,27.0,5.7,N,,,stuck on rock,
BB_A5_R2,Bedwell Bay,11,13:20,H,32.0,7.1,Y,SO,,stomach out,
BB_A5_R2,Bedwell Bay,12,13:20,H,41.5,6.7,Y,SO,,stomach out,photo
BB_A5_R2,Bedwell Bay,13,13:24,H,14.0,5.9,N,,,stuck on rock,
BB_A5_R2,Bedwell Bay,14,13:24,H,39.5,5.1,Y,SO,,"on log, stomach like photo for 12",
BB_A5_R2,Bedwell Bay,15,13:26,H,30.0,5.5,Y,SO,,stomach out,"photo, look like eating barnacles"
BB_A5_R2,Bedwell Bay,16,13:26,H,29.0,5.8,Y,SO,,stomach out,barnacles? 
BB_A5_R2,Bedwell Bay,17,13:26,S,17.5,5.3,N,,,,
BB_A5_R2,Bedwell Bay,18,13:26,H,15.0,5.0,Y,SO/FP,,stomach out,snail
BB_A5_R2,Bedwell Bay,19,13:32,H,16.0,5.6,Y,SO ,,stomach out,
BB_A5_R2,Bedwell Bay,20,13:32,S,30.5,5.6,N,,,4 arm,
BB_A5_R2,Bedwell Bay,21,N/A,N/A,N/A,N/A,N/A,,,no measure,
BB_A5_R2,Bedwell Bay,22,N/A,N/A,N/A,N/A,N/A,,,no measure,
BB_A5_R2,Bedwell Bay,23,N/A,N/A,N/A,N/A,N/A,,,no measure,
CP_A9_R2,Cate's Park,1,9:42,S,9.5,8.4,N,,,,
CP_A9_R2,Cate's Park,2,9:44,S,13.5,8.8,N,,,,
CP_A9_R2,Cate's Park,3,9:44,H,9.0,8.8,Y,SO,,stomach out,
CP_A9_R2,Cate's Park,4,9:46,S,12.5,9.1,N,,,,
CP_A9_R2,Cate's Park,5,9:46,H,11.0,9.1,Y,SO,,stomach out,
CP_A9_R2,Cate's Park,6,9:48,S,9.0,9.1,N,,,,
CP_A9_R2,Cate's Park,7,9:50,H,10.0,9.3,Y,SO,,stomach out,scaleworm on top
CP_A9_R2,Cate's Park,8,9:51,S,13.5,9.1,N,,,,
CP_A9_R2,Cate's Park,9,9:52,S,11.5,8.7,Y,SO/FP,,stomach out,snail brown
CP_A9_R2,Cate's Park,10,9:52,S,14.0,8.8,N,,,,
CP_A9_R2,Cate's Park,11,9:52,S,11.5,8.8,N,,,,
CP_A9_R2,Cate's Park,12,9:52,S,9.5,8.8,N,,,,
CP_A9_R2,Cate's Park,13,9:52,S,12.0,8.9,N,,,,
CP_A9_R2,Cate's Park,14,9:56,S,40.0,8.6,Y,TF,,tubefeet,
CP_A9_R2,Cate's Park,15,9:40,S,12.5,8.4,N,,,,
CP_A9_R2,Cate's Park,16,9:56,S,10.0,8.5,Y,SO,,stomach out,
CP_A9_R2,Cate's Park,17,9:56,S,34.5,8.6,N,,,,
CP_A9_R2,Cate's Park,18,9:56,S,73.5,8.8,N,,,big boy,
CP_A9_R2,Cate's Park,19,10:02,S,14.0,8.7,Y,SO,,stomach out,
CP_A9_R2,Cate's Park,20,10:03,S,19.0,8.6,Y,,,stuck on yock,
CP_A9_R2,Cate's Park,21,10:05,S,13.0,8.6,Y,SO,,stomach out,
CP_A9_R2,Cate's Park,22,10:06,S,25.0,8.5,Y,SO,,stomach out,
CP_A9_R2,Cate's Park,23,10:06,H,13.5,8.4,Y,SO,,stomach out,
GR_A9_R2,Grey Rocks Island,1,11:21,H,24.0,3.8,N,,,,
GR_A9_R2,Grey Rocks Island,2,11:21,H,8.0,3.7,N,,,,
GR_A9_R2,Grey Rocks Island,3,11:21,H,10.0,3.8,N,,,,
GR_A9_R2,Grey Rocks Island,4,11:21,H,8.0,3.6,N,,,,
GR_A9_R2,Grey Rocks Island,5,11:21,H,6.5,3.6,N,,,,
GR_A9_R2,Grey Rocks Island,6,11:24,H,33.0,3.8,N,,,,
GR_A9_R2,Grey Rocks Island,7,11:24,H,28.0,3.7,N,,,,
GR_A9_R2,Grey Rocks Island,8,11:26,H,11.0,3.7,N,,,,
GR_A9_R2,Grey Rocks Island,9,11:26,H,9.0,3.7,N,,,,
GR_A9_R2,Grey Rocks Island,10,11:27,H,8.5,3.8,N,,,,
GR_A9_R2,Grey Rocks Island,11,11:27,H,12.0,3.7,N,,,,
GR_A9_R2,Grey Rocks Island,12,11:28,S,8.0,3.8,Y,SO,,stomach out,
GR_A9_R2,Grey Rocks Island,13,11:28,S,30.0,3.9,N,,,,
GR_A9_R2,Grey Rocks Island,14,11:28,S,18.0,3.9,N,,,,
GR_A9_R2,Grey Rocks Island,15,11:31,H,8.5,3.8,N,,,,
GR_A9_R2,Grey Rocks Island,16,11:31,S,12.0,3.9,N,,,,
GR_A9_R2,Grey Rocks Island,17,11:32,S,9.0,3.9,N,,,,
GR_A9_R2,Grey Rocks Island,18,11:32,H,5.0,3.9,Y,SO,,stomach out,scaleworm on it
GR_A9_R2,Grey Rocks Island,19,11:34,H,9.5,3.8,Y,SO,,stomach out,
GR_A9_R2,Grey Rocks Island,20,11:34,H,4.0,3.8,N,,,,
GR_A9_R2,Grey Rocks Island,21,11:36,S,10.5,3.6,N,,,,
GR_A9_R2,Grey Rocks Island,22,11:37,H,14.0,3.8,N,,,,
GR_A9_R2,Grey Rocks Island,23,11:38,S,12.5,3.7,N,,,,
GR_A9_R2,Grey Rocks Island,24,11:39,H,38.0,4.4,N,,,,
GR_A9_R2,Grey Rocks Island,25,11:40,H,12.0,4.3,N,,,scaleworm,
GR_A9_R2,Grey Rocks Island,26,11:41,H,8.5,4.7,N,,,scaleworm,
GR_A9_R2,Grey Rocks Island,27,11:41,H,8.5,4.6,Y,SO,,stomach out,
GR_A9_R2,Grey Rocks Island,28,11:41,H,14.0,4.7,N,,,,
GR_A9_R2,Grey Rocks Island,29,11:43,H,7.0,4.7,N,,,,
GR_A9_R2,Grey Rocks Island,30,11:44,H,9.0,5.5,N,,,,
GR_A9_R2,Grey Rocks Island,31,11:44,H,20.0,5.4,Y,SO,,stomach out,
GR_A9_R2,Grey Rocks Island,32,11:45,H,23.0,5.4,N,,,,
GR_A9_R2,Grey Rocks Island,33,11:46,S,16.0,5.7,N,,,,
GR_A9_R2,Grey Rocks Island,34,11:47,H,8.0,5.5,N,,,,
GR_A9_R2,Grey Rocks Island,35,11:47,H,12.5,5.7,N,,,,
GR_A9_R2,Grey Rocks Island,36,11:47,H,8.0,5.3,N,,,,
